-20.10998535	-14.41992187	0.63000488
-20.2199707	-13.68994141	0.54000854
-20.23999024	-13.41992187	0.5
-20.33996582	-13.95996094	0.51000977
-20.0199585	-13.22998047	0.66000366
-19.94000244	-14.42993164	0.61000061
-20.7199707	-13.5	0.72000122
-20.72998047	-13.01000977	0.94000244
-19.95001221	-14.60998535	0.54000854
-19.9699707	-14.14001465	0.71000671
-20.01000977	-13.58996582	0.56001282
-20.02996826	-13.08996582	0.65000916
-20.03997803	-12.60998535	0.90000916
-20.23999024	-13.47998047	0.53001404
-20.17999268	-14.07995605	0.64001465
-20.95001221	-13.39990234	0.76000977
-20.03997803	-14.07995605	0.58000183
-20.15997315	-13.67993164	0.5
-20.23999024	-12.93994141	0.79000854
-21.14996338	-12.9699707	1.18000793
-20.17999268	-10.22998047	2.17001343
-20.17999268	-10.55993652	2.02000427
-20.14001465	-11.10998535	2.0900116
-20.14001465	-11.73999023	1.77000427
-20.20996094	-11.69995117	1.82000732
-20.20996094	-11.04992676	2.14001465
-20.23999024	-10.48999023	2.05000305
-21.07995606	-11.07995605	2.61000061
-21.09997559	-11.48999023	2.12001038
-21.08996582	-11.77990723	2.14001465
-21.15997315	-11.89001465	2.04000854
-21.16998291	-11.55993652	2.17001343
-21.16998291	-11.19995117	2.47000122
-20.5199585	-10.72998047	1.79000854
-20.45996094	-11.13000488	2.14001465
-20.44000244	-11.65991211	2
-21.89001465	-10	4.68000793
-21.89996338	-10.36999512	4.37001038
-21.97998047	-10.36999512	4.39001465
-20.59997559	-11.59997559	2.11000061
-20.70001221	-10.01000977	2.03001404
-21.42999268	-11.40991211	2.04000854
-20.04998779	-9.93994141	2.76000977
-20.01000977	-12.14990234	1.5
-20.70996094	-12.58996582	1.56001282
-20.36999512	-12.68994141	5.47000122
-20.45996094	-12.07995605	4.96000671
-20.73999024	-11.60998535	1.99000549
-20.94000244	-12.01000977	2.01000977
-20.60998535	-12.57995605	5.55000305
-20.95001221	-12.54992676	1.54000854
-21.07995606	-13.13000488	6.27000427
-21.20001221	-12.48999023	5.51000977
-21.51000977	-11.93994141	2.01000977
-21.54998779	-11.40991211	2
-20.04998779	-11.22998047	1.96000671
-20.07995606	-10.26989746	2.33000183
-21.77996826	-11.64001465	2.12001038
-21.32000732	-12.94995117	6.62001038
-21.77996826	-12.18994141	1.78001404
-20.95001221	-12.5	1.6000061
-20.95001221	-12.02990723	1.86000061
-20.60998535	-12.59997559	5.45001221
-21.15997315	-12.43994141	1.48001099
-21.82995606	-12.01000977	1.82000732
-21.39996338	-12.76000977	6.54000854
-21.63000488	-12.17993164	6.79000854
-19.94000244	-10.73999023	7.36000061
-20.05999756	-10.65991211	7.73001099
-20.47998047	-13.88000488	6.88000488
-20.05999756	-13.68994141	8.47000122
-21.32995606	-12.40991211	6.92001343
-21.89996338	-11.81994629	8.69000244
-25.58996582	1.98999024	4.06001282
-25.51000977	0.23010254	3.83000183
-25.45001221	-0.77990723	3.86000061
-25.44000244	-1.13000488	3.78001404
-25.39996338	-1.39990234	4.01000977
-25.30999756	-3.059936521	3.94000244
-25.28997803	-3.309936521	4.13000488
-25.26000977	-4.83996582	4.06001282
-25.33996582	-3.91992187	3.87001038
-25.32000732	-3.489990231	4.25
-25.35998535	-3.20996094	4.04000854
-25.36999512	-2.83996582	4.19000244
-25.45001221	-1.489990231	4.16000366
-25.48999024	-1.19995117	3.95001221
-25.58996582	0.150024409	3.70001221
-25.60998535	1.760009769	4.48001099
-26.2199707	1.570068359	6.67001343
-26.13000488	-0.53991699	6.3400116
-26.2199707	0.390014649	6.75
-26.29998779	1.820068359	6.78001404
-25.69000244	-0.9699707	4.01000977
-25.48999024	-1.51000977	5.80000305
-25.54998779	-2.27990723	4.67001343
-25.57000732	-2.86999512	4.26000977
-25.54998779	-3.429931641	4.0900116
-25.54998779	-3.95996094	3.92001343
-25.32000732	-3.91992187	5.93000793
